user id,Week number,Post_fat_pct,Post_muscle_kg,Post_weight_kg,daily_avg_kcal,sleep_avg_hours,free_text_feedback,notes
P11,Week_2026_25,32.39,43,101.02,2808.3,7.72,"Felt disciplined this week. With on/off adherence, I completed sessions incl. W25. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw gradual changes in joint comfort. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2724 kcal/day, season with za’atar to vary flavor, and aim for consistent 7.9 h sleep."
P11,Week_2026_26,32.31,43.04,100.83,2576,7.86,"Felt energized this week. With on/off adherence, I completed sessions incl. W21. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw mixed changes in appetite. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2545 kcal/day, add 10–15 min mobility, and aim for consistent 7.7 h sleep."
P11,Week_2026_27,32.2,43.05,100.56,2680.3,7.91,"Felt disciplined this week. With on/off adherence, I completed sessions incl. W25. Meals like 'Tuna salad + lemon + olive oil' and 'Margoog (light) + salad' sat well; Removing frictions improved follow-through. I saw noticeable changes in energy. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2653 kcal/day, lighten late snacks, and aim for consistent 7.9 h sleep."
P11,Week_2026_28,32.11,43.09,100.35,2572.9,8.14,"Felt up-and-down this week. With on/off adherence, I completed sessions incl. W25. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw mixed changes in pump. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2520 kcal/day, prep breakfast the night before, and aim for consistent 7.9 h sleep."
P11,Week_2026_29,32,43.11,100.08,2525.8,8.09,"Felt steady this week. With on/off adherence, I completed sessions incl. W21. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw clear changes in recovery. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2455 kcal/day, swap one rice meal for jareesh mid-week, and aim for consistent 8.1 h sleep."
P11,Week_2026_30,31.92,43.14,99.88,2627.2,8.26,"Felt focused this week. With on/off adherence, I completed sessions incl. W21. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw gradual changes in pump. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2507 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 8.1 h sleep."
P11,Week_2026_31,31.83,43.18,99.67,2501.6,8.43,"Felt measured this week. With on/off adherence, I completed sessions incl. W25. Meals like 'Labneh + cucumbers + olives + bread' and 'Tuna salad + lemon + olive oil' sat well; Removing frictions improved follow-through. I saw promising changes in pump. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2422 kcal/day, front-load protein earlier, and aim for consistent 8.3 h sleep."
P11,Week_2026_32,31.75,43.22,99.48,2591.4,8.4,"Felt focused this week. With on/off adherence, I completed sessions incl. W21. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw promising changes in joint comfort. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2516 kcal/day, season with za’atar to vary flavor, and aim for consistent 8.4 h sleep."
P11,Week_2026_33,31.64,43.25,99.23,2705.4,8.51,"Felt resilient this week. With on/off adherence, I completed sessions incl. W21. Meals like 'Tuna salad + lemon + olive oil' and 'Margoog (light) + salad' sat well; Removing frictions improved follow-through. I saw noticeable changes in digestion. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2670 kcal/day, add 10–15 min mobility, and aim for consistent 8.4 h sleep."
P11,Week_2026_34,31.53,43.29,98.98,2658.2,8.35,"Felt disciplined this week. With on/off adherence, I completed sessions incl. W25. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw strong changes in energy. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2641 kcal/day, front-load protein earlier, and aim for consistent 8.5 h sleep."
P11,Week_2026_35,31.44,43.35,98.77,2535.9,8.34,"Felt disciplined this week. With on/off adherence, I completed sessions incl. W21. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw mixed changes in motivation. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2451 kcal/day, season with za’atar to vary flavor, and aim for consistent 8.3 h sleep."
P11,Week_2026_36,31.32,43.38,98.5,2504.9,8.34,"Felt resilient this week. With on/off adherence, I completed sessions incl. W25. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw promising changes in joint comfort. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2396 kcal/day, front-load protein earlier, and aim for consistent 8.3 h sleep."
P11,Week_2026_37,31.24,43.43,98.32,2649.3,8.51,"Felt focused this week. With on/off adherence, I completed sessions incl. W21. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw mixed changes in recovery. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2572 kcal/day, season with za’atar to vary flavor, and aim for consistent 8.3 h sleep."
P11,Week_2026_38,31.16,43.47,98.14,2654.4,8.5,"Felt resilient this week. With on/off adherence, I completed sessions incl. W21. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw noticeable changes in sleep. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2574 kcal/day, season with za’atar to vary flavor, and aim for consistent 8.5 h sleep."
P11,Week_2026_39,31.05,43.48,97.89,2482.5,8.42,"Felt optimistic this week. With on/off adherence, I completed sessions incl. W25. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw clear changes in digestion. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2392 kcal/day, 5-min post-meal walks, and aim for consistent 8.5 h sleep."
P11,Week_2026_40,30.95,43.54,97.67,2634.3,8.44,"Felt resilient this week. With on/off adherence, I completed sessions incl. W21. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw gradual changes in pump. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2552 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 8.4 h sleep."
P11,Week_2026_41,30.83,43.58,97.4,2692.9,8.61,"Felt steady this week. With on/off adherence, I completed sessions incl. W25. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw strong changes in sleep. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2569 kcal/day, 5-min post-meal walks, and aim for consistent 8.4 h sleep."
P11,Week_2026_42,30.73,43.59,97.19,2655.8,8.67,"Felt disciplined this week. With on/off adherence, I completed sessions incl. W21. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw mixed changes in motivation. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2561 kcal/day, add 10–15 min mobility, and aim for consistent 8.6 h sleep."
P11,Week_2026_43,30.64,43.64,97,2638.3,8.56,"Felt optimistic this week. With on/off adherence, I completed sessions incl. W25. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw clear changes in appetite. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2583 kcal/day, prep breakfast the night before, and aim for consistent 8.7 h sleep."
P11,Week_2026_44,30.56,43.64,96.82,2377.3,8.53,"Felt up-and-down this week. With on/off adherence, I completed sessions incl. W21. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw noticeable changes in appetite. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2341 kcal/day, track water more tightly, and aim for consistent 8.6 h sleep."
P11,Week_2026_45,30.44,43.66,96.55,2473.4,8.31,"Felt focused this week. With on/off adherence, I completed sessions incl. W21. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw clear changes in pump. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2399 kcal/day, season with za’atar to vary flavor, and aim for consistent 8.5 h sleep."
P11,Week_2026_46,30.34,43.67,96.34,2396.6,8.1,"Felt focused this week. With on/off adherence, I completed sessions incl. W21. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw noticeable changes in sleep. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2334 kcal/day, swap one rice meal for jareesh mid-week, and aim for consistent 8.3 h sleep."
P11,Week_2026_47,30.24,43.67,96.12,2395.2,7.87,"Felt focused this week. With on/off adherence, I completed sessions incl. W21. Meals like 'Tuna salad + lemon + olive oil' and 'Margoog (light) + salad' sat well; Removing frictions improved follow-through. I saw noticeable changes in sleep. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2333 kcal/day, swap one rice meal for jareesh mid-week, and aim for consistent 8.1 h sleep."
P11,Week_2026_48,30.13,43.73,95.88,2537.7,7.7,"Felt energized this week. With on/off adherence, I completed sessions incl. W25. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw mixed changes in digestion. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~2461 kcal/day, season with za’atar to vary flavor, and aim for consistent 7.9 h sleep."
P12,Week_2025_46,28.9,19.88,54.16,3199.8,7.56,"This week felt up-and-down. With very consistent adherence (~3200 kcal/day), I completed 5 sessions (e.g., W03, W07, W11). Short sessions and supersets helped the schedule. I noticed subtle changes in joint comfort. Given my goal, I tried to push progressive overload and protein timing. Average sleep was ~7.6 h; training quality tracked well with meal timing and hydration.",Add a 20–30 g protein snack post-workout and a slow-digesting protein near bedtime. Insert a 10–15 min mobility block on rest days to keep joints happy. Maintain a consistent sleep window to preserve 7–8 h nights. Keep meals simple; adjust seasoning and veggies for variety. Experiment with one new high-protein Saudi dish mid-week for variety. Do a quick 5-min walk after larger meals.
P12,Week_2025_47,28.9,20.05,54.33,1880.2,7.46,"Felt energized this week. With very consistent adherence, I completed sessions incl. W03. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw gradual changes in energy. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1722 kcal/day, front-load protein earlier, and aim for consistent 7.6 h sleep."
P12,Week_2025_48,28.9,20.19,54.55,1879.6,7.73,"Felt steady this week. With very consistent adherence, I completed sessions incl. W03. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw noticeable changes in energy. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1722 kcal/day, front-load protein earlier, and aim for consistent 7.5 h sleep."
P12,Week_2025_49,28.9,20.32,54.68,1853.5,7.69,"Felt focused this week. With very consistent adherence, I completed sessions incl. W07. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw promising changes in digestion. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1689 kcal/day, add 10–15 min mobility, and aim for consistent 7.7 h sleep."
P12,Week_2025_50,28.9,20.41,54.85,1880.5,8,"Felt energized this week. With very consistent adherence, I completed sessions incl. W07. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw noticeable changes in recovery. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1631 kcal/day, track water more tightly, and aim for consistent 7.7 h sleep."
P12,Week_2025_51,28.9,20.5,54.98,1838.2,8.04,"Felt focused this week. With very consistent adherence, I completed sessions incl. W21. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw noticeable changes in joint comfort. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1628 kcal/day, lighten late snacks, and aim for consistent 8.0 h sleep."
P12,Week_2025_52,28.91,20.58,55.24,1850,8.06,"Felt energized this week. With very consistent adherence, I completed sessions incl. W15. Meals like 'Tuna salad + lemon + olive oil' and 'Margoog (light) + salad' sat well; Removing frictions improved follow-through. I saw mixed changes in energy. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1650 kcal/day, swap one rice meal for jareesh mid-week, and aim for consistent 8.0 h sleep."
P12,Week_2026_01,28.92,20.7,55.52,1894.2,8.25,"Felt resilient this week. With very consistent adherence, I completed sessions incl. W15. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw clear changes in motivation. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1662 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 8.1 h sleep."
P12,Week_2026_02,28.92,20.85,55.63,1974.7,8.15,"Felt steady this week. With very consistent adherence, I completed sessions incl. W07. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw gradual changes in appetite. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1796 kcal/day, add 10–15 min mobility, and aim for consistent 8.2 h sleep."
P12,Week_2026_03,28.92,20.95,55.76,2022.9,8.34,"Felt disciplined this week. With very consistent adherence, I completed sessions incl. W03. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw mixed changes in energy. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1767 kcal/day, lighten late snacks, and aim for consistent 8.2 h sleep."
P12,Week_2026_04,28.92,21.08,55.92,1942.4,8.34,"Felt measured this week. With very consistent adherence, I completed sessions incl. W11. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw strong changes in recovery. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1695 kcal/day, 5-min post-meal walks, and aim for consistent 8.3 h sleep."
P12,Week_2026_05,28.92,21.23,56.07,1986.2,8.37,"Felt disciplined this week. With very consistent adherence, I completed sessions incl. W11. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw strong changes in pump. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1790 kcal/day, 5-min post-meal walks, and aim for consistent 8.3 h sleep."
P12,Week_2026_06,28.92,21.35,56.31,1923.5,8.66,"Felt focused this week. With very consistent adherence, I completed sessions incl. W15. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw mixed changes in energy. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1674 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 8.4 h sleep."
P12,Week_2026_07,28.92,21.44,56.57,2017.9,8.7,"Felt energized this week. With very consistent adherence, I completed sessions incl. W07. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw mixed changes in recovery. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1826 kcal/day, track water more tightly, and aim for consistent 8.7 h sleep."
P12,Week_2026_08,28.92,21.56,56.78,1981.2,8.68,"Felt up-and-down this week. With very consistent adherence, I completed sessions incl. W15. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw mixed changes in pump. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1738 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 8.7 h sleep."
P12,Week_2026_09,28.92,21.65,56.99,1931.7,8.71,"Felt energized this week. With very consistent adherence, I completed sessions incl. W21. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw strong changes in recovery. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1668 kcal/day, season with za’atar to vary flavor, and aim for consistent 8.7 h sleep."
P12,Week_2026_10,28.92,21.8,57.18,1975.1,8.77,"Felt optimistic this week. With very consistent adherence, I completed sessions incl. W21. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw gradual changes in motivation. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1757 kcal/day, season with za’atar to vary flavor, and aim for consistent 8.7 h sleep."
P12,Week_2026_11,28.92,21.95,57.3,2035.4,8.91,"Felt focused this week. With very consistent adherence, I completed sessions incl. W15. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw mixed changes in energy. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1815 kcal/day, swap one rice meal for jareesh mid-week, and aim for consistent 8.8 h sleep."
P12,Week_2026_12,28.92,22.08,57.45,1975.8,8.98,"Felt disciplined this week. With very consistent adherence, I completed sessions incl. W11. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw gradual changes in sleep. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1780 kcal/day, 5-min post-meal walks, and aim for consistent 8.9 h sleep."
P12,Week_2026_13,28.92,22.19,57.59,2057.7,9.11,"Felt optimistic this week. With very consistent adherence, I completed sessions incl. W07. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw strong changes in appetite. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1812 kcal/day, track water more tightly, and aim for consistent 9.0 h sleep."
P12,Week_2026_14,28.92,22.32,57.74,1974.6,9.07,"Felt optimistic this week. With very consistent adherence, I completed sessions incl. W07. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw clear changes in motivation. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1728 kcal/day, track water more tightly, and aim for consistent 9.1 h sleep."
P12,Week_2026_15,28.92,22.48,57.94,1925.7,9.14,"Felt steady this week. With very consistent adherence, I completed sessions incl. W07. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw noticeable changes in recovery. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1741 kcal/day, track water more tightly, and aim for consistent 9.1 h sleep."
P12,Week_2026_16,28.92,22.57,58.11,1978.8,8.96,"Felt energized this week. With very consistent adherence, I completed sessions incl. W03. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw promising changes in recovery. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1710 kcal/day, front-load protein earlier, and aim for consistent 9.1 h sleep."
P12,Week_2026_17,28.92,22.67,58.32,2034.4,9.17,"Felt optimistic this week. With very consistent adherence, I completed sessions incl. W15. Meals like 'Labneh + cucumbers + olives + bread' and 'Tuna salad + lemon + olive oil' sat well; Removing frictions improved follow-through. I saw promising changes in sleep. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1819 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 9.0 h sleep."
P12,Week_2026_18,28.93,22.82,58.59,1935,8.99,"Felt steady this week. With very consistent adherence, I completed sessions incl. W11. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw noticeable changes in energy. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1742 kcal/day, 5-min post-meal walks, and aim for consistent 9.2 h sleep."
P12,Week_2026_19,28.93,22.98,58.76,1900.5,9.28,"Felt energized this week. With very consistent adherence, I completed sessions incl. W11. Meals like 'Labneh + cucumbers + olives + bread' and 'Tuna salad + lemon + olive oil' sat well; Removing frictions improved follow-through. I saw mixed changes in sleep. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1708 kcal/day, prep breakfast the night before, and aim for consistent 9.0 h sleep."
P12,Week_2026_20,28.93,23.16,58.89,1929.7,9.15,"Felt up-and-down this week. With very consistent adherence, I completed sessions incl. W11. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw noticeable changes in recovery. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1740 kcal/day, 5-min post-meal walks, and aim for consistent 9.3 h sleep."
P12,Week_2026_21,28.93,23.34,59.08,2062.9,9.44,"Felt resilient this week. With very consistent adherence, I completed sessions incl. W03. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw promising changes in appetite. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1884 kcal/day, front-load protein earlier, and aim for consistent 9.2 h sleep."
P12,Week_2026_22,28.93,23.44,59.35,1930.3,9.37,"Felt disciplined this week. With very consistent adherence, I completed sessions incl. W07. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw gradual changes in pump. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1749 kcal/day, track water more tightly, and aim for consistent 9.4 h sleep."
P12,Week_2026_23,28.93,23.54,59.57,2100.2,9.52,"Felt focused this week. With very consistent adherence, I completed sessions incl. W03. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw strong changes in digestion. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1836 kcal/day, lighten late snacks, and aim for consistent 9.4 h sleep."
P12,Week_2026_24,28.93,23.69,59.73,2030.9,9.77,"Felt up-and-down this week. With very consistent adherence, I completed sessions incl. W03. Meals like 'Labneh + cucumbers + olives + bread' and 'Tuna salad + lemon + olive oil' sat well; Removing frictions improved follow-through. I saw strong changes in joint comfort. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1857 kcal/day, front-load protein earlier, and aim for consistent 9.5 h sleep."
P12,Week_2026_25,28.93,23.82,59.95,2005.7,9.83,"Felt resilient this week. With very consistent adherence, I completed sessions incl. W11. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw promising changes in sleep. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1749 kcal/day, prep breakfast the night before, and aim for consistent 9.8 h sleep."
P12,Week_2026_26,28.93,23.98,60.1,2099.1,9.71,"Felt up-and-down this week. With very consistent adherence, I completed sessions incl. W21. Meals like 'Tuna salad + lemon + olive oil' and 'Margoog (light) + salad' sat well; Removing frictions improved follow-through. I saw strong changes in appetite. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1860 kcal/day, add 10–15 min mobility, and aim for consistent 9.8 h sleep."
P12,Week_2026_27,28.93,24.12,60.21,2145.7,9.78,"Felt measured this week. With very consistent adherence, I completed sessions incl. W11. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw gradual changes in energy. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1926 kcal/day, prep breakfast the night before, and aim for consistent 9.7 h sleep."
P12,Week_2026_28,28.93,24.27,60.37,2019.5,10,"Felt energized this week. With very consistent adherence, I completed sessions incl. W03. Meals like 'Labneh + cucumbers + olives + bread' and 'Tuna salad + lemon + olive oil' sat well; Removing frictions improved follow-through. I saw gradual changes in digestion. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1754 kcal/day, lighten late snacks, and aim for consistent 9.8 h sleep."
P12,Week_2026_29,28.93,24.37,60.54,2001.3,10.14,"Felt up-and-down this week. With very consistent adherence, I completed sessions incl. W03. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw gradual changes in joint comfort. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1827 kcal/day, lighten late snacks, and aim for consistent 10.0 h sleep."
P12,Week_2026_30,28.93,24.46,60.76,2056.6,10.02,"Felt up-and-down this week. With very consistent adherence, I completed sessions incl. W07. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw gradual changes in joint comfort. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1784 kcal/day, add 10–15 min mobility, and aim for consistent 10.1 h sleep."
P12,Week_2026_31,28.93,24.63,60.91,2249,10.18,"Felt disciplined this week. With very consistent adherence, I completed sessions incl. W07. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw mixed changes in sleep. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1952 kcal/day, track water more tightly, and aim for consistent 10.0 h sleep."
P12,Week_2026_32,28.93,24.74,61.12,2196.3,10.02,"Felt disciplined this week. With very consistent adherence, I completed sessions incl. W15. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw promising changes in joint comfort. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1958 kcal/day, swap one rice meal for jareesh mid-week, and aim for consistent 10.2 h sleep."
P12,Week_2026_33,28.93,24.84,61.33,2250.9,10.18,"Felt disciplined this week. With very consistent adherence, I completed sessions incl. W21. Meals like 'Tuna salad + lemon + olive oil' and 'Margoog (light) + salad' sat well; Removing frictions improved follow-through. I saw clear changes in energy. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1952 kcal/day, track water more tightly, and aim for consistent 10.0 h sleep."
P12,Week_2026_34,28.93,24.92,61.55,2181,10.4,"Felt disciplined this week. With very consistent adherence, I completed sessions incl. W21. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw mixed changes in energy. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=intermediate.","Next week: keep ~1930 kcal/day, track water more tightly, and aim for consistent 10.2 h sleep."
