user id,Week number,1st_meal,1st_meal_carbs_g,1st_meal_fat_g,1st_meal_protein_g,1st_meal_sodium_mg,1st_meal_fiber_g,1st_meal_kcal_target_kcal,2nd_meal,2nd_meal_carbs_g,2nd_meal_fat_g,2nd_meal_protein_g,2nd_meal_sodium_mg,2nd_meal_fiber_g,2nd_meal_kcal_target_kcal,3rd_meal,3rd_meal_carbs_g,3rd_meal_fat_g,3rd_meal_protein_g,3rd_meal_sodium_mg,3rd_meal_fiber_g,3rd_meal_kcal_target_kcal,4th_meal,4th_meal_carbs_g,4th_meal_fat_g,4th_meal_protein_g,4th_meal_sodium_mg,4th_meal_fiber_g,4th_meal_kcal_target_kcal,Total_carbs_g,Total_fat_g,Total_protein_g,Total_sodium_mg,Total_fiber_g,Total_kcal_target_kcal,BMI,Cook,Note
P15,Week_2025_52,Labneh + cucumbers + olives + bread,55.6,25.2,27.8,645.5,6.2,483.6,Tuna salad + lemon + olive oil,62.2,21.2,47.1,412.5,13.1,549.1,Margoog (light) + salad,49.8,19.3,48.3,820.2,8.4,629.2,Thareed (lean beef + veg),59.2,10.8,49.6,299.8,5.8,625.1,226.8,76.5,172.9,2178.0,33.5,2287.1,,,Fallback plan.
P15,Week_2026_01,Masoub (banana+dates+milk),50.1,17.7,66.6,575.1,10.5,417.2,Chicken Kabsa (lean rice),71.8,22.4,27.1,559.4,4.4,717.4,Jareesh with laban,51.0,18.5,38.7,206.3,7.9,444.3,Ful medames + tamees,54.8,19.2,44.2,592.2,5.5,736.8,227.6,77.7,176.5,1933.0,28.3,2315.6,,,Fallback plan.
P15,Week_2026_02,Margoog (light) + salad,42.1,9.4,59.9,602.1,5.3,613.5,Thareed (lean beef + veg),60.5,23.1,35.1,538.2,8.5,394.6,Harees (light) + salad,54.9,22.0,46.1,668.4,8.8,555.4,Egg shakshouka + bread,81.9,17.6,39.7,637.3,4.6,766.0,239.4,72.1,180.8,2446.0,27.2,2329.5,,,Fallback plan.
P15,Week_2026_03,Labneh + cucumbers + olives + bread,93.5,16.5,48.4,559.0,7.4,783.3,Tuna salad + lemon + olive oil,61.4,16.6,43.1,238.4,9.0,367.9,Margoog (light) + salad,60.6,23.5,20.1,551.8,5.1,506.3,Thareed (lean beef + veg),77.3,24.0,48.9,534.8,10.5,880.5,292.7,80.6,160.5,1884.0,32.0,2538.1,,,Fallback plan.
P15,Week_2026_04,Ful medames + tamees,45.5,25.7,53.3,573.7,8.0,445.0,Balila cup (chickpeas),54.0,16.8,42.6,657.9,7.0,937.3,Grilled Hammour + rice + salad,68.9,25.0,38.6,379.8,14.8,494.9,Labneh + cucumbers + olives + bread,96.6,16.9,36.9,533.7,6.0,628.0,265.0,84.4,171.4,2145.0,35.8,2505.2,,,Fallback plan.
P15,Week_2026_05,Jareesh with laban,59.1,23.9,38.5,230.7,7.8,357.4,Ful medames + tamees,89.2,30.2,56.3,411.5,7.8,741.4,Balila cup (chickpeas),60.1,17.6,23.4,529.8,2.7,543.5,Grilled Hammour + rice + salad,33.1,14.9,49.1,715.0,10.2,771.4,241.4,86.6,167.2,1887.0,28.5,2413.7,,,Fallback plan.
P15,Week_2026_06,Masoub (banana+dates+milk),61.5,31.5,57.1,679.1,5.5,511.5,Chicken Kabsa (lean rice),69.7,28.7,53.9,730.5,6.3,569.9,Jareesh with laban,29.8,10.0,29.6,422.4,12.9,726.3,Ful medames + tamees,53.8,10.1,32.1,623.0,10.4,465.8,214.8,80.4,172.7,2455.0,35.1,2273.4,,,Fallback plan.
P15,Week_2026_07,Ful medames + tamees,57.6,24.4,33.1,544.8,10.5,687.8,Balila cup (chickpeas),51.8,12.9,52.3,292.8,9.1,471.7,Grilled Hammour + rice + salad,87.6,23.9,45.8,670.2,10.6,622.6,Labneh + cucumbers + olives + bread,53.9,19.5,36.3,577.2,5.4,617.8,250.9,80.7,167.5,2085.0,35.6,2399.9,,,Fallback plan.
P15,Week_2026_08,Margoog (light) + salad,27.5,28.4,26.0,680.5,9.6,633.7,Thareed (lean beef + veg),102.2,20.4,46.7,971.2,4.2,389.7,Harees (light) + salad,101.5,13.1,39.0,422.9,5.2,706.3,Egg shakshouka + bread,39.6,13.5,46.3,459.4,10.9,664.9,270.8,75.5,158.0,2534.0,30.0,2394.6,,,Fallback plan.
P15,Week_2026_09,Balila cup (chickpeas),53.8,17.6,60.1,547.1,8.8,1069.9,Grilled Hammour + rice + salad,93.6,29.0,25.7,326.2,7.7,400.9,Labneh + cucumbers + olives + bread,77.0,13.4,57.2,656.4,7.1,660.5,Tuna salad + lemon + olive oil,37.8,23.9,18.9,706.3,11.1,321.5,262.3,84.0,161.9,2236.0,34.7,2452.8,,,Fallback plan.
P15,Week_2026_10,Tuna salad + lemon + olive oil,83.9,23.1,26.4,802.7,8.0,512.7,Margoog (light) + salad,55.6,8.8,52.3,489.9,3.2,363.1,Thareed (lean beef + veg),29.2,28.4,37.3,524.0,6.5,872.1,Harees (light) + salad,60.9,15.1,47.5,597.4,7.6,503.3,229.6,75.4,163.5,2414.0,25.4,2251.1,,,Fallback plan.
P15,Week_2026_11,Grilled Hammour + rice + salad,53.6,12.0,31.4,377.6,9.5,821.2,Labneh + cucumbers + olives + bread,51.4,11.2,51.8,236.8,4.6,223.7,Tuna salad + lemon + olive oil,41.4,19.3,37.9,387.1,4.9,772.4,Margoog (light) + salad,70.3,31.8,55.0,833.5,16.2,422.8,216.8,74.3,176.1,1835.0,35.2,2240.1,,,Fallback plan.
P15,Week_2026_12,Chicken Kabsa (lean rice),66.8,20.2,56.1,924.4,8.6,838.2,Jareesh with laban,21.6,10.2,32.0,750.5,11.0,821.9,Ful medames + tamees,53.9,22.7,34.1,409.7,2.9,320.9,Balila cup (chickpeas),73.7,25.8,42.9,326.4,10.7,253.3,216.0,78.9,165.1,2411.0,33.1,2234.3,,,Fallback plan.
P15,Week_2026_13,Masoub (banana+dates+milk),78.3,23.5,52.1,437.2,5.0,808.9,Chicken Kabsa (lean rice),74.1,16.7,15.2,645.5,5.9,643.8,Jareesh with laban,45.8,10.1,48.4,266.7,7.1,731.3,Ful medames + tamees,73.5,25.5,52.7,527.6,8.8,257.8,271.7,75.7,168.4,1877.0,26.8,2441.8,,,Fallback plan.
P15,Week_2026_14,Jareesh with laban,59.4,19.8,29.8,661.0,5.6,501.8,Ful medames + tamees,60.4,21.1,45.0,251.3,8.0,822.1,Balila cup (chickpeas),53.8,8.0,36.7,702.9,7.6,309.2,Grilled Hammour + rice + salad,73.0,26.5,50.1,590.8,9.6,679.0,246.7,75.4,161.7,2206.0,30.7,2312.1,,,Fallback plan.
P15,Week_2026_15,Tuna salad + lemon + olive oil,47.9,19.8,38.8,683.5,5.5,676.0,Margoog (light) + salad,71.6,18.6,31.8,298.4,6.5,636.9,Thareed (lean beef + veg),46.6,19.2,45.9,619.7,9.0,243.2,Harees (light) + salad,56.3,21.7,49.1,284.5,13.9,708.4,222.3,79.2,165.6,1886.0,34.9,2264.5,,,Fallback plan.
P15,Week_2026_16,Chicken Kabsa (lean rice),76.8,12.2,41.9,235.7,8.5,331.7,Jareesh with laban,36.0,24.0,26.8,967.8,8.7,477.1,Ful medames + tamees,82.7,18.2,32.7,618.0,5.9,838.3,Balila cup (chickpeas),77.1,24.5,55.7,608.4,5.3,781.9,272.7,78.9,157.0,2430.0,28.4,2429.0,,,Fallback plan.
P15,Week_2026_17,Margoog (light) + salad,44.2,23.2,45.4,523.2,8.7,421.4,Thareed (lean beef + veg),34.5,11.3,29.0,685.5,3.0,719.8,Harees (light) + salad,31.2,22.3,51.7,431.5,10.0,473.2,Egg shakshouka + bread,106.9,20.3,38.6,682.8,7.2,605.6,216.8,77.1,164.7,2323.0,28.9,2220.0,,,Fallback plan.
P15,Week_2026_18,Grilled Hammour + rice + salad,61.0,14.9,38.7,662.5,3.9,665.3,Labneh + cucumbers + olives + bread,65.8,24.9,19.9,455.8,8.2,341.2,Tuna salad + lemon + olive oil,63.3,19.8,57.2,361.3,12.6,590.2,Margoog (light) + salad,86.1,15.0,46.6,682.3,7.8,828.8,276.1,74.6,162.4,2162.0,32.5,2425.5,,,Fallback plan.
P15,Week_2026_19,Balila cup (chickpeas),63.5,25.7,47.0,868.2,9.9,593.3,Grilled Hammour + rice + salad,87.5,28.2,30.5,364.1,8.7,253.5,Labneh + cucumbers + olives + bread,65.9,13.8,46.2,238.5,4.8,841.8,Tuna salad + lemon + olive oil,29.7,13.8,36.0,576.2,7.2,670.0,246.5,81.5,159.8,2047.0,30.6,2358.6,,,Fallback plan.
P15,Week_2026_20,Labneh + cucumbers + olives + bread,54.2,23.7,50.0,466.7,4.2,660.5,Tuna salad + lemon + olive oil,40.2,21.3,36.2,526.5,6.0,426.8,Margoog (light) + salad,57.9,24.4,57.3,702.4,10.5,670.7,Thareed (lean beef + veg),66.1,10.6,18.2,289.3,11.1,482.1,218.4,80.0,161.6,1985.0,31.7,2240.2,,,Fallback plan.
P15,Week_2026_21,Tuna salad + lemon + olive oil,62.0,17.0,24.6,661.9,8.5,595.3,Margoog (light) + salad,50.6,17.5,21.6,471.3,9.1,873.4,Thareed (lean beef + veg),38.4,18.4,50.2,501.3,6.5,397.8,Harees (light) + salad,49.5,20.3,74.4,396.5,6.3,276.4,200.4,73.1,170.8,2031.0,30.4,2142.8,,,Fallback plan.
P15,Week_2026_22,Ful medames + tamees,49.5,21.3,25.1,659.1,11.2,317.4,Balila cup (chickpeas),56.9,22.3,50.7,566.4,3.5,735.0,Grilled Hammour + rice + salad,79.4,8.2,41.1,446.3,10.1,767.8,Labneh + cucumbers + olives + bread,45.4,29.3,43.5,659.3,5.6,475.9,231.2,81.1,160.4,2331.0,30.3,2296.2,,,Fallback plan.
P15,Week_2026_23,Tuna salad + lemon + olive oil,69.1,18.1,50.6,773.3,9.2,619.8,Margoog (light) + salad,69.4,26.7,38.5,798.8,6.8,249.7,Thareed (lean beef + veg),55.7,17.9,26.0,592.4,6.6,853.6,Harees (light) + salad,21.9,11.6,52.0,189.5,5.8,478.2,216.1,74.3,167.1,2354.0,28.4,2201.3,,,Fallback plan.
P15,Week_2026_24,Balila cup (chickpeas),66.8,21.5,29.3,279.0,6.0,196.4,Grilled Hammour + rice + salad,75.0,10.6,30.6,477.2,4.6,707.6,Labneh + cucumbers + olives + bread,62.6,25.3,47.9,574.7,7.4,722.2,Tuna salad + lemon + olive oil,34.0,20.8,54.6,533.0,8.8,680.6,238.4,78.2,162.4,1864.0,26.8,2306.8,,,Fallback plan.
P15,Week_2026_25,Grilled Hammour + rice + salad,91.2,27.6,76.1,916.2,5.7,740.3,Labneh + cucumbers + olives + bread,68.5,7.9,30.4,270.8,5.8,308.2,Tuna salad + lemon + olive oil,24.9,6.9,23.8,712.2,8.9,610.2,Margoog (light) + salad,31.7,23.9,36.8,442.9,7.9,471.8,216.3,66.3,167.1,2342.0,28.3,2130.4,,,Fallback plan.
P15,Week_2026_26,Tuna salad + lemon + olive oil,34.3,7.1,18.5,227.0,5.5,666.8,Margoog (light) + salad,94.7,17.0,57.7,878.1,9.4,396.3,Thareed (lean beef + veg),61.3,19.4,32.6,555.8,9.2,327.9,Harees (light) + salad,30.7,22.1,50.3,605.1,6.4,719.4,220.9,65.6,159.1,2266.0,30.5,2110.4,,,Fallback plan.
P15,Week_2026_27,Labneh + cucumbers + olives + bread,49.0,10.4,45.6,528.9,9.9,406.5,Tuna salad + lemon + olive oil,70.6,18.5,54.3,546.8,3.3,429.8,Margoog (light) + salad,38.7,37.6,18.8,258.1,7.6,716.8,Thareed (lean beef + veg),66.0,12.1,31.4,476.2,8.1,651.7,224.3,78.6,150.1,1810.0,28.9,2204.8,,,Fallback plan.
P15,Week_2026_28,Ful medames + tamees,44.7,17.3,52.1,506.0,8.8,542.8,Balila cup (chickpeas),79.6,15.2,26.0,586.1,4.3,399.2,Grilled Hammour + rice + salad,59.2,22.2,37.0,340.4,8.7,1075.4,Labneh + cucumbers + olives + bread,59.6,19.0,50.5,656.5,6.8,280.2,243.0,73.7,165.6,2089.0,28.5,2297.6,,,Fallback plan.
P15,Week_2026_29,Tuna salad + lemon + olive oil,63.8,18.9,21.2,460.8,6.4,549.8,Margoog (light) + salad,35.6,10.4,39.8,227.8,9.0,709.4,Thareed (lean beef + veg),41.5,26.4,30.5,728.6,9.9,276.7,Harees (light) + salad,84.3,11.4,66.1,609.9,3.2,599.7,225.3,67.1,157.6,2027.0,28.5,2135.5,,,Fallback plan.
P15,Week_2026_30,Grilled Hammour + rice + salad,55.4,15.2,29.1,374.3,7.3,655.7,Labneh + cucumbers + olives + bread,54.3,7.3,30.5,320.2,9.1,663.9,Tuna salad + lemon + olive oil,76.0,27.3,63.9,877.6,9.1,295.8,Margoog (light) + salad,44.4,29.5,40.4,900.9,5.8,674.0,230.0,79.3,163.9,2473.0,31.3,2289.4,,,Fallback plan.
P15,Week_2026_31,Ful medames + tamees,30.1,24.2,67.7,705.4,8.4,654.5,Balila cup (chickpeas),39.6,9.7,34.7,709.6,2.3,326.6,Grilled Hammour + rice + salad,102.5,13.3,19.0,221.1,5.6,653.8,Labneh + cucumbers + olives + bread,59.1,23.5,44.3,482.8,7.7,589.5,231.3,70.7,165.7,2119.0,24.0,2224.4,,,Fallback plan.
P15,Week_2026_32,Chicken Kabsa (lean rice),62.3,14.4,40.7,379.6,7.0,561.5,Jareesh with laban,74.1,11.7,48.6,515.9,7.5,226.4,Ful medames + tamees,34.0,16.4,28.6,557.1,3.3,654.3,Balila cup (chickpeas),38.0,33.4,38.5,449.4,8.2,699.2,208.4,75.8,156.4,1902.0,26.0,2141.4,,,Fallback plan.
P15,Week_2026_33,Ful medames + tamees,91.0,20.0,52.9,302.7,15.7,394.0,Balila cup (chickpeas),70.4,15.2,25.6,639.1,6.1,329.7,Grilled Hammour + rice + salad,25.9,22.5,52.6,658.8,5.6,710.8,Labneh + cucumbers + olives + bread,60.7,14.9,23.5,569.4,7.0,829.2,247.9,72.6,154.7,2170.0,34.3,2263.7,,,Fallback plan.
P15,Week_2026_34,Jareesh with laban,53.2,13.7,30.4,786.3,9.1,665.2,Ful medames + tamees,80.5,28.6,56.0,473.1,7.6,316.7,Balila cup (chickpeas),43.1,14.9,34.5,662.4,5.5,533.0,Grilled Hammour + rice + salad,56.8,16.7,41.8,433.2,9.5,735.6,233.6,73.9,162.7,2355.0,31.7,2250.5,,,Fallback plan.
P15,Week_2026_35,Chicken Kabsa (lean rice),93.5,18.6,53.4,457.8,5.3,924.2,Jareesh with laban,28.5,17.1,42.3,454.6,11.2,340.9,Ful medames + tamees,87.1,16.9,23.6,412.1,10.0,481.1,Balila cup (chickpeas),30.4,17.1,35.2,670.5,5.0,457.0,239.5,69.7,154.5,1995.0,31.4,2203.2,,,Fallback plan.
P15,Week_2026_36,Ful medames + tamees,61.3,12.8,46.4,531.7,9.8,674.1,Balila cup (chickpeas),66.4,11.6,55.5,354.0,7.9,240.6,Grilled Hammour + rice + salad,48.7,14.4,28.7,580.1,5.3,495.7,Labneh + cucumbers + olives + bread,57.7,29.2,23.0,457.2,8.5,752.3,234.1,68.0,153.6,1923.0,31.5,2162.7,,,Fallback plan.
P15,Week_2026_37,Jareesh with laban,85.7,20.2,44.2,718.0,7.6,613.8,Ful medames + tamees,46.9,19.2,67.4,280.8,11.8,255.2,Balila cup (chickpeas),36.7,8.7,28.4,575.9,4.0,481.6,Grilled Hammour + rice + salad,28.2,20.1,18.3,726.3,11.8,685.0,197.4,68.1,158.3,2301.0,35.2,2035.6,,,Fallback plan.
P15,Week_2026_38,Tuna salad + lemon + olive oil,77.9,9.2,50.4,267.8,9.0,417.1,Margoog (light) + salad,40.7,34.3,43.5,544.3,2.8,675.4,Thareed (lean beef + veg),42.2,20.0,45.2,628.5,6.7,501.0,Harees (light) + salad,69.5,11.7,20.9,998.4,9.7,645.6,230.4,75.3,159.9,2439.0,28.2,2239.1,,,Fallback plan.
P15,Week_2026_39,Masoub (banana+dates+milk),59.0,17.4,25.9,239.1,5.5,913.7,Chicken Kabsa (lean rice),106.7,23.2,54.8,309.7,6.2,419.3,Jareesh with laban,35.7,10.2,43.0,542.0,11.7,422.1,Ful medames + tamees,33.7,25.6,26.0,864.1,10.8,471.3,235.2,76.3,149.7,1955.0,34.2,2226.5,,,Fallback plan.
P15,Week_2026_40,Margoog (light) + salad,59.8,15.6,59.7,424.4,8.1,515.9,Thareed (lean beef + veg),67.2,26.2,60.1,476.3,5.5,462.3,Harees (light) + salad,59.1,10.1,23.7,283.2,6.6,608.9,Egg shakshouka + bread,24.7,12.7,14.9,608.1,4.3,471.1,210.8,64.6,158.4,1792.0,24.4,2058.2,,,Fallback plan.
P15,Week_2026_41,Ful medames + tamees,52.7,11.6,33.6,548.4,4.1,554.0,Balila cup (chickpeas),44.0,17.7,47.6,583.6,10.0,454.7,Grilled Hammour + rice + salad,66.5,11.9,37.9,311.2,7.4,551.6,Labneh + cucumbers + olives + bread,46.2,23.7,28.8,551.8,10.1,452.7,209.4,64.9,147.8,1995.0,31.6,2013.0,,,Fallback plan.
P15,Week_2026_42,Margoog (light) + salad,65.7,21.3,35.9,790.6,4.1,419.8,Thareed (lean beef + veg),40.6,23.8,16.8,319.3,7.6,526.9,Harees (light) + salad,70.4,8.4,50.3,491.1,8.9,710.0,Egg shakshouka + bread,64.4,21.0,43.3,232.0,9.5,563.5,241.1,74.5,146.3,1833.0,30.0,2220.1,,,Fallback plan.
P15,Week_2026_43,Grilled Hammour + rice + salad,56.2,20.7,31.5,735.8,6.5,292.8,Labneh + cucumbers + olives + bread,51.3,11.1,57.4,738.1,7.9,439.9,Tuna salad + lemon + olive oil,34.1,22.7,25.5,395.2,8.4,783.7,Margoog (light) + salad,77.4,20.5,34.9,521.0,8.0,632.3,219.1,75.0,149.4,2390.0,30.7,2148.8,,,Fallback plan.
P15,Week_2026_44,Margoog (light) + salad,67.3,23.2,56.5,276.1,5.5,762.3,Thareed (lean beef + veg),62.7,10.7,40.6,983.7,7.4,759.1,Harees (light) + salad,33.4,22.2,30.6,481.8,7.2,405.8,Egg shakshouka + bread,56.6,22.1,20.6,702.4,7.5,250.0,220.0,78.2,148.3,2444.0,27.6,2177.2,,,Fallback plan.
P15,Week_2026_45,Jareesh with laban,60.7,23.2,47.2,548.1,14.8,327.3,Ful medames + tamees,55.6,13.9,34.5,209.4,6.7,614.6,Balila cup (chickpeas),33.5,24.3,62.1,839.8,4.1,308.9,Grilled Hammour + rice + salad,60.6,16.1,15.1,596.7,7.1,923.7,210.5,77.4,159.0,2194.0,32.6,2174.5,,,Fallback plan.
P15,Week_2026_46,Tuna salad + lemon + olive oil,69.6,20.6,54.6,863.1,8.5,550.0,Margoog (light) + salad,33.9,18.1,33.9,613.6,12.3,823.3,Thareed (lean beef + veg),24.5,23.6,15.6,252.1,3.8,230.3,Harees (light) + salad,83.4,11.4,49.9,647.3,9.7,521.3,211.4,73.7,154.0,2376.0,34.4,2124.8,,,Fallback plan.
P15,Week_2026_47,Chicken Kabsa (lean rice),61.0,21.1,33.7,591.5,4.1,321.1,Jareesh with laban,73.4,21.9,51.4,477.9,12.0,497.9,Ful medames + tamees,36.0,9.6,30.6,391.4,7.1,679.2,Balila cup (chickpeas),61.6,15.4,27.9,450.1,11.5,617.3,232.0,68.1,143.6,1911.0,34.7,2115.4,,,Fallback plan.
P15,Week_2026_48,Balila cup (chickpeas),31.0,17.3,48.2,578.7,4.1,368.1,Grilled Hammour + rice + salad,45.6,7.8,40.3,556.6,12.4,446.4,Labneh + cucumbers + olives + bread,66.0,14.1,36.7,355.1,4.6,377.2,Tuna salad + lemon + olive oil,61.4,22.8,27.4,372.6,9.1,793.1,203.9,62.1,152.6,1863.0,30.2,1984.8,,,Fallback plan.
P16,Week_2025_46,"07:30–09:30 — Breakfast: samoon (127 g), omelette (109 g), banana (95 g), water (201 ml)",92.6,19.4,25.6,783.1,5.6,647.4,"12:30–14:30 — Lunch: mandi (322 g) + white fish (154 g), grilled peppers (109 g), laban (164 ml)",104.8,14.0,58.9,1054.0,5.4,780.8,"17:00–18:30 — Snack: feta (123 g) with kubz arabi (76 g), grapes (105 g)",65.6,27.2,24.8,1659.1,3.0,606.4,"20:00–22:00 — Dinner: grilled lamb (199 g), okra stew (138 g), yogurt (23 g), whole-wheat tamees (89 g)",56.9,48.7,63.7,953.2,9.5,920.7,319.9,109.3,173.0,4449.4,23.5,2955.3,Obese I,beginner,"Persona P16: goal=fat loss, level=Beginner, training=4, budget=. Approx daily energy target ≈ 2955 kcal. Hydrate well; prefer laban/water. Keep sodium moderate; adjust portions around training days."
P16,Week_2025_47,Grilled Hammour + rice + salad,48.3,19.3,37.8,670.1,5.5,650.9,Labneh + cucumbers + olives + bread,49.3,19.2,28.1,596.5,8.0,390.6,Tuna salad + lemon + olive oil,56.2,19.7,34.0,891.2,8.2,203.5,Margoog (light) + salad,48.9,9.6,40.8,244.2,5.4,738.7,202.7,67.8,140.7,2402.0,27.1,1983.7,,,Fallback plan.
P16,Week_2025_48,Chicken Kabsa (lean rice),46.3,16.2,27.6,372.6,4.3,492.9,Jareesh with laban,46.6,28.4,32.3,447.4,9.4,621.4,Ful medames + tamees,54.1,13.3,44.7,807.1,12.5,239.7,Balila cup (chickpeas),59.7,12.5,45.0,712.9,8.9,704.3,206.6,70.4,149.6,2340.0,35.0,2058.3,,,Fallback plan.
P16,Week_2025_49,Labneh + cucumbers + olives + bread,67.0,9.2,47.1,711.3,6.3,776.7,Tuna salad + lemon + olive oil,48.9,8.6,15.8,691.0,4.3,216.0,Margoog (light) + salad,44.6,24.8,42.6,343.1,6.1,361.9,Thareed (lean beef + veg),50.1,17.8,36.8,439.6,11.0,600.6,210.6,60.4,142.3,2185.0,27.7,1955.3,,,Fallback plan.
P16,Week_2025_50,Tuna salad + lemon + olive oil,46.0,12.3,23.8,302.4,8.8,762.8,Margoog (light) + salad,18.9,15.0,78.3,666.8,4.9,239.7,Thareed (lean beef + veg),68.4,11.6,21.9,581.5,10.8,597.4,Harees (light) + salad,57.9,26.6,23.7,471.3,10.0,345.5,191.2,65.5,147.8,2022.0,34.6,1945.4,,,Fallback plan.
P16,Week_2025_51,Ful medames + tamees,37.4,21.1,31.4,560.3,11.5,336.9,Balila cup (chickpeas),48.2,6.3,22.4,630.0,7.7,601.6,Grilled Hammour + rice + salad,50.0,19.9,52.1,537.9,8.2,543.8,Labneh + cucumbers + olives + bread,68.6,20.6,33.3,451.9,4.5,503.2,204.3,67.9,139.3,2180.0,31.9,1985.4,,,Fallback plan.
P16,Week_2025_52,Masoub (banana+dates+milk),20.3,10.8,30.2,527.1,8.8,413.6,Chicken Kabsa (lean rice),54.4,28.6,37.8,454.4,4.1,437.5,Jareesh with laban,50.9,10.4,51.1,564.1,7.0,467.8,Ful medames + tamees,66.3,12.7,24.8,425.3,6.8,586.2,191.9,62.4,143.9,1971.0,26.7,1905.0,,,Fallback plan.
P16,Week_2026_01,Margoog (light) + salad,47.9,20.2,22.9,329.7,6.6,364.7,Thareed (lean beef + veg),84.2,10.8,59.7,429.9,9.2,523.7,Harees (light) + salad,39.9,19.1,17.3,786.9,11.2,416.1,Egg shakshouka + bread,30.6,21.7,44.2,561.4,4.8,727.8,202.6,71.7,144.1,2108.0,31.8,2032.3,,,Fallback plan.
P16,Week_2026_02,Ful medames + tamees,39.9,29.3,42.2,374.3,11.4,474.1,Balila cup (chickpeas),29.5,7.6,54.6,421.2,8.2,323.2,Grilled Hammour + rice + salad,67.4,25.5,19.6,498.5,8.3,700.3,Labneh + cucumbers + olives + bread,57.2,8.0,28.9,631.0,3.1,493.1,194.0,70.4,145.3,1925.0,31.1,1990.7,,,Fallback plan.
P16,Week_2026_03,Masoub (banana+dates+milk),33.4,12.0,56.5,626.6,15.3,385.2,Chicken Kabsa (lean rice),90.3,13.9,16.2,602.6,5.5,708.9,Jareesh with laban,50.0,19.8,40.3,504.5,5.5,220.3,Ful medames + tamees,27.6,14.2,23.0,698.2,6.9,573.8,201.3,59.9,136.0,2432.0,33.2,1888.2,,,Fallback plan.
P16,Week_2026_04,Jareesh with laban,59.0,22.4,46.6,328.0,6.7,673.2,Ful medames + tamees,34.1,12.4,17.0,880.7,4.0,315.0,Balila cup (chickpeas),71.3,7.8,41.9,469.6,6.3,764.6,Grilled Hammour + rice + salad,41.9,19.3,47.2,693.7,11.9,240.1,206.3,61.9,152.6,2372.0,28.8,1992.8,,,Fallback plan.
P16,Week_2026_05,Grilled Hammour + rice + salad,42.5,10.0,23.6,244.3,8.3,713.9,Labneh + cucumbers + olives + bread,57.2,16.5,46.7,635.2,4.9,398.6,Tuna salad + lemon + olive oil,68.1,33.7,27.1,562.5,4.9,510.1,Margoog (light) + salad,33.7,11.7,44.0,749.1,7.1,395.0,201.4,71.8,141.4,2191.0,25.2,2017.6,,,Fallback plan.
P16,Week_2026_06,Margoog (light) + salad,57.0,12.4,35.7,501.7,8.6,405.8,Thareed (lean beef + veg),38.0,18.0,41.2,554.9,6.0,738.7,Harees (light) + salad,63.4,16.6,40.8,555.2,9.8,420.9,Egg shakshouka + bread,61.0,15.8,27.7,506.1,6.0,457.6,219.4,62.7,145.3,2118.0,30.4,2023.0,,,Fallback plan.
P16,Week_2026_07,Balila cup (chickpeas),48.4,16.6,32.7,797.7,9.2,664.1,Grilled Hammour + rice + salad,60.8,14.7,34.2,617.1,8.7,495.5,Labneh + cucumbers + olives + bread,48.6,15.0,52.0,329.0,8.6,240.9,Tuna salad + lemon + olive oil,37.3,17.6,24.0,561.1,7.4,524.9,195.0,63.8,142.8,2305.0,33.9,1925.3,,,Fallback plan.
P16,Week_2026_08,Chicken Kabsa (lean rice),59.4,13.8,17.3,361.8,6.6,440.4,Jareesh with laban,31.1,14.5,28.3,328.4,7.0,422.4,Ful medames + tamees,52.3,15.2,56.1,1107.5,6.3,494.6,Balila cup (chickpeas),68.9,22.2,48.2,554.3,5.2,679.6,211.8,65.6,149.9,2352.0,25.1,2037.0,,,Fallback plan.
P16,Week_2026_09,Ful medames + tamees,58.0,20.5,20.1,564.6,15.6,341.7,Balila cup (chickpeas),64.7,15.3,76.4,251.3,4.4,710.9,Grilled Hammour + rice + salad,22.5,10.8,20.9,818.9,8.0,363.4,Labneh + cucumbers + olives + bread,33.4,20.7,22.2,247.3,6.0,462.4,178.6,67.3,139.6,1882.0,34.0,1878.4,,,Fallback plan.
P16,Week_2026_10,Jareesh with laban,66.8,19.9,54.8,371.9,3.3,693.0,Ful medames + tamees,31.0,10.8,31.1,385.3,8.2,661.5,Balila cup (chickpeas),40.7,19.2,24.9,811.6,6.4,243.0,Grilled Hammour + rice + salad,62.7,21.5,30.9,619.2,10.1,416.6,201.2,71.4,141.7,2188.0,28.1,2014.1,,,Fallback plan.
P16,Week_2026_11,Chicken Kabsa (lean rice),30.5,19.0,34.9,337.0,7.4,516.8,Jareesh with laban,44.8,14.2,45.6,561.7,9.3,578.8,Ful medames + tamees,68.2,14.4,24.6,382.4,12.8,530.5,Balila cup (chickpeas),56.4,23.6,32.5,618.9,3.8,363.4,199.8,71.1,137.6,1900.0,33.4,1989.5,,,Fallback plan.
P16,Week_2026_12,Masoub (banana+dates+milk),48.8,21.2,36.5,513.2,9.0,536.0,Chicken Kabsa (lean rice),44.5,6.7,40.9,547.9,3.1,386.1,Jareesh with laban,65.2,22.2,19.4,317.2,10.5,572.4,Ful medames + tamees,49.5,9.8,41.0,851.7,6.8,427.8,208.0,59.9,137.8,2230.0,29.4,1922.4,,,Fallback plan.
