user id,Week number,1st_meal,1st_meal_carbs_g,1st_meal_fat_g,1st_meal_protein_g,1st_meal_fiber_g,1st_meal_sodium_mg,1st_meal_kcal_target_kcal,2nd_meal,2nd_meal_carbs_g,2nd_meal_fat_g,2nd_meal_protein_g,2nd_meal_fiber_g,2nd_meal_sodium_mg,2nd_meal_kcal_target_kcal,3rd_meal,3rd_meal_carbs_g,3rd_meal_fat_g,3rd_meal_protein_g,3rd_meal_fiber_g,3rd_meal_sodium_mg,3rd_meal_kcal_target_kcal,4th_meal,4th_meal_carbs_g,4th_meal_fat_g,4th_meal_protein_g,4th_meal_fiber_g,4th_meal_sodium_mg,4th_meal_kcal_target_kcal,Total_kcal_target_kcal,Total_carbs_g,Total_fat_g,Total_protein_g,Total_fiber_g,Total_sodium_mg,Note
P14,2026-W23,"Foul Medames (200g) with 30g tahini, served with 50g whole wheat khubz and 100g cucumber",55,25,20,15,500,550,Date and nut energy balls (3 balls) with 50g mixed nuts,30,30,10,5,0,400,"Chicken Kabsa (200g chicken, 100g rice, spices) with 100g mixed salad",100,20,60,5,800,800,"Labneh (150g) with 20g olive oil, served with 100g whole wheat khubz",45,30,15,0,200,450,2203,248,73,138,25,1500,Breakfast
P14,2026-W24,"Murtabak (1 piece, 150g) with 50g minced beef and 1 egg, served with 100g yogurt",60,22,21,8,400,545,Snack,20,5,5,3,50,150,Lunch,80,25,30,10,600,700,Dinner,85,16,25,7,450,787,545,60,22,21,8,400,Breakfast
P14,2026-W25,"Shakshuka (2 eggs, 150g tomatoes, 30g bell peppers, 10g olive oil) with 50g whole wheat khubz",40,30,20,8,400,500,Hummus (100g) with 50g carrot sticks and 50g cucumber slices,30,15,10,10,300,300,"Grilled Chicken Shawarma (150g chicken, 100g whole wheat wrap, 50g garlic sauce) with 100g tabbouleh",70,30,50,12,800,800,"Mujadara (150g lentils, 100g rice, 50g caramelized onions) with 100g mixed salad",100,5,30,15,200,518,2118,240,70,133,25,1500,Breakfast
P14,2026-W26,Foul Medames (200g) with 30g tahini and 50g whole wheat khubz,60,15,15,10,300,450,Snack of Dates (100g) and Almonds (30g),80,15,6,10,5,400,"Kabsa with Chicken (200g rice, 150g chicken, spices)",120,25,45,5,600,900,Grilled Fish (150g) with 100g mixed salad and 20g olive oil,20,15,40,5,50,410,2160,243,72,135,20,800,Breakfast
P14,2026-W27,"Labneh (150g) with 50g whole wheat khubz and 30g olives, 100g sliced cucumbers.",50,20,20,5,800,500,Roasted Chestnuts (100g) and a small apple (150g).,54,4,6,8,2,300,Grilled Lamb Chops (150g) with 100g roasted sweet potatoes and 100g mixed vegetables.,60,40,50,10,600,700,"Stuffed Zucchini (200g) with ground beef and rice, served with 100g tomato sauce.",50,20,57,1,600,639,2139,246.5,66.3,133.2,24.1,2000,Breakfast with traditional flavors.
P14,2026-W28,"Shakshuka with 2 eggs, 100g tomatoes, 50g bell peppers, 30g onion, and spices, served with 50g whole wheat khubz.",60,25,25,10,600,550,1 medium-sized apple (150g) and 20g mixed nuts.,30,15,5,5,0,250,"Chicken Kabsa (150g chicken, 200g rice, spices) with 100g mixed salad and 20g olive oil.",120,35,50,8,400,900,Mujadara (200g lentils and rice) with 50g caramelized onions.,34,5,35,7,200,460,2160,244,72,135,30,1200,Balanced meal to start the day.
P14,2026-W29,"Ful Medames (200g fava beans, 20g olive oil, spices) served with 50g whole wheat khubz and sliced cucumber (100g).",60,20,15,15,600,450,1 medium-sized banana (120g) and 30g roasted almonds.,40,15,8,5,1,300,"Grilled Chicken Shawarma (150g chicken, spices) served with 100g tabbouleh and 20g tahini sauce.",50,30,45,8,800,600,"Lentil Soup (200g lentils, spices, 50g onions) served with 50g whole wheat bread.",50,5,25,5,100,400,2150,245,70,95,30,1500,Sample Saudi-style meal plan for one day.
P14,2026-W30,"Hummus (150g chickpeas, 30g tahini, 15g olive oil, spices) served with 100g whole wheat khubz and sliced carrots (100g).",72,25,18,16,600,560,1 medium-sized apple (150g) with 20g peanut butter.,35,12,6,5,5,270,"Grilled Fish (200g salmon, spices) served with 150g Mujadara (lentils and rice) and 100g green salad with 10g olive oil.",75,30,50,8,800,750,"Fattoush (100g mixed salad, 50g whole wheat pita, 15g olive oil, spices) with 200g Greek yogurt.",40,16,24,10,895,570,2150,267,63,98,39,2300,One-day Saudi-style meal plan for body recomposition.
P14,2026-W31,"Shakshuka (2 eggs, tomatoes, bell peppers, spices) served with 100g whole wheat khubz.",50,20,18,10,600,400,Dates (100g) with 30g almonds.,60,12,6,7,1,250,"Kabsa (200g rice, 150g chicken, spices) with 150g mixed salad (cucumber, tomato, onion) and 15g olive oil.",90,30,50,5,900,800,Labneh (200g) with 50g whole wheat pita and 100g olives.,40,18,20,8,1000,700,2150,240,80,120,30,2500,One-day Saudi-style diet for recomposition goal.
P14,2026-W32,"Foul Medames (200g cooked fava beans, olive oil, garlic, lemon) served with 50g whole wheat khubz.",55,12,15,10,800,380,Hummus (150g) with 100g carrot sticks and 50g whole wheat pita.,45,15,10,12,400,350,"Grilled Chicken Kabsa (200g rice, 150g grilled chicken, spices) with 150g mixed salad (cucumber, tomato, onion) and 15g olive oil.",110,20,50,6,900,850,Dates (50g) with 20g walnuts and 200g Labneh.,50,20,25,4,100,570,2150,258,67,100,32,2200,One-day meal plan designed for body recomposition using Saudi foods.
P14,2026-W33,"Shakshuka (2 eggs, tomatoes, bell peppers, onion, spices) served with 50g whole wheat khubz.",45,20,20,10,500,400,"Tabbouleh (100g parsley, 50g bulgur, tomatoes, onion, lemon juice, olive oil) with 100g grilled chicken.",50,15,40,8,700,500,Luqaimat (100g) with 30g honey and 150g yogurt.,85,15,15,3,250,600,"Grilled lamb kebabs (150g) served with 100g couscous and 100g mixed vegetables (carrot, zucchini, bell pepper).",60,20,50,5,350,650,2150,260,70,110,35,1800,One-day Saudi-style meal plan for recomposition
P14,2026-W34,Foul Medames (200g) topped with olive oil and served with 50g whole wheat khubz and 2 boiled eggs.,60,25,25,15,800,550,Grilled chicken shawarma (150g) served with 100g tabbouleh and a small whole wheat pita.,50,20,45,10,900,600,"Stuffed bell peppers (2 medium peppers) with ground beef (100g), rice (50g), and spices.",45,20,35,8,600,500,Mujadara (150g lentils with 100g rice) served with a side of mixed greens salad (50g) and tahini dressing.,55,15,20,12,700,500,2150,250,70,140,30,2000,One-day Saudi-style meal plan for body recomposition.
P14,2026-W35,Hummus (150g) served with 60g whole wheat khubz and a side of cucumber and carrot sticks (100g).,55,15,15,10,450,450,Grilled lamb kebabs (150g) with 100g of Arabic rice and a side of grilled vegetables (100g).,70,25,40,5,800,650,"Chicken kabsa (200g) made with spiced rice (150g), served with a side of tomato salad (100g).",90,30,40,7,900,750,"Date smoothie made with 3 dates, 200ml of almond milk, and 30g of whey protein.",40,5,30,3,350,300,2150,240,70,130,35,2500,One-day Saudi-style meal plan for body recomposition.
P14,2026-W36,"Shakshuka made with 2 eggs, tomatoes (100g), bell peppers (50g), and a slice of whole wheat khubz (60g).",40,20,20,8,500,400,"Grilled chicken shawarma wrap with whole wheat wrap (70g), chicken (150g), garlic sauce (30g), and salad (100g).",50,25,45,7,800,600,Mandi rice with grilled fish (200g) and a side of yogurt (100g).,80,20,50,5,400,650,"Fruit salad with dates (50g), mixed fruits (200g), and a scoop of whey protein (30g) mixed in.",60,5,30,10,100,500,2150,260,60,100,30,1800,One-day Saudi-style meal plan for recompostion.
P14,2026-W37,"Ful medames with 1 cup of fava beans, 1 tbsp of olive oil, parsley, and a slice of whole wheat khubz.",60,15,20,15,400,450,Grilled kebab (150g) with 1 cup of tabbouleh salad and 1 whole wheat pita.,70,25,40,10,800,600,Bukhari rice (1 cup) with chicken (200g) and a side of mixed vegetables (100g) with spices.,80,20,60,5,600,700,"Smoothie with 1 banana, 1 cup of yogurt, 30g of whey protein, and 20g of almonds.",40,10,30,5,200,400,2150,250,70,120,30,2500,One-day meal plan for Saudi-style diet.
P14,2026-W38,"Shakshuka made with 2 eggs, tomatoes, bell peppers, and spices served with 1 whole wheat khubz.",40,20,20,8,800,400,"Chicken kabsa (200g chicken, 1 cup basmati rice, and mixed spices) with a side of salad (cucumber, tomato, and lemon dressing).",80,25,45,6,900,700,Lentil soup (1 cup) with 1 tbsp of olive oil and 2 slices of whole grain bread.,60,15,25,10,600,500,"Greek yogurt (1 cup) with 1 tbsp honey, 20g almonds, and 1 small banana.",50,10,30,6,200,550,2150,230,70,150,30,2500,One-day Saudi-style meal plan for recomposition goal.
P14,2026-W39,"Breakfast: Ful medames (1 cup) topped with 1 boiled egg, served with 1 whole wheat khubz and a side of sliced cucumber and tomatoes.",55,15,20,15,500,450,"Lunch: Grilled chicken shawarma (150g) in whole wheat pita with garlic sauce, pickles, and a small side of fattoush salad.",60,25,40,8,800,600,Snack: Hummus (1/2 cup) with carrot and cucumber sticks.,35,15,10,10,300,300,"Dinner: Lamb kabsa (150g lamb, 1 cup brown rice, and spices) with a side of steamed mixed vegetables.",76,11,54,5,400,800,2150,236,66,124,32,2000,One-day Saudi-style meal plan for body recomposition.
P14,2026-W40,"Breakfast: Shakshuka (2 eggs, tomatoes, peppers) served with 1 whole wheat khubz and a side of sliced cucumbers.",50,20,20,8,800,450,Lunch: Grilled fish (150g) with a side of tabbouleh (1 cup) and 1 small whole wheat pita.,70,15,45,10,600,600,Snack: Labneh (1/2 cup) with olives and a handful of whole grain crackers.,30,15,10,5,500,300,"Dinner: Chicken kabsa (150g chicken, 1 cup brown rice, and spices) with a side of steamed broccoli.",100,25,55,7,400,800,2150,250,75,130,30,2300,One-day meal plan using mostly Saudi foods.
P14,2026-W41,Foul Medames (1 cup) with 1 whole wheat khubz and a side of sliced tomatoes and cucumbers.,60,15,20,15,800,450,"Grilled chicken shawarma (150g) with a side of garlic sauce and a small whole wheat pita, served with a salad of lettuce, tomatoes, and cucumbers.",50,30,40,7,900,600,Dates (3 pieces) with a side of unsweetened Arabic coffee (1 cup).,48,0,1,5,5,180,"Mandi (150g chicken, 1 cup basmati rice cooked with spices) served with a side of grilled vegetables (zucchini, bell pepper, and onion).",83,30,60,3,495,920,2150,241,75,140,30,2200,One-day meal plan based on Saudi foods for body recomposition.
P14,2026-W42,Shakshuka (2 eggs in tomato sauce with bell peppers and onions) served with 1 whole wheat khubz.,40,20,20,8,600,400,Grilled lamb kebabs (150g) with a side of tabbouleh salad and 1 small whole wheat pita.,50,30,40,10,800,600,Arabic coffee (1 cup) with 5 pieces of dates.,50,0,2,5,5,200,"Chicken Kabsa (150g chicken, 1 cup basmati rice with spices) served with a side of grilled eggplant.",90,10,80,7,600,950,2150,240,60,150,30,2000,One-day Saudi-style diet plan for recomposition.
P14,2026-W43,Ful medames (1 cup cooked fava beans) with 1 whole wheat khubz and a salad of tomatoes and cucumbers.,74,9,20,15,500,450,Grilled chicken shawarma (150g) in a whole wheat wrap with garlic sauce and pickles.,70,20,40,5,900,600,"Labneh (1 cup) with a drizzle of olive oil, served with 5 olives and 1 whole grain pita.",30,22,15,2,600,350,Mujadara (1 cup lentils and rice) topped with caramelized onions and served with a side of yogurt.,56,14,55,8,500,750,2150,230,65,130,30,2000,One-day Saudi-style meal plan for recomposition.
P14,2026-W44,Shakshuka (2 eggs in tomato sauce) with 1 whole wheat khubz and a side of mixed greens.,40,20,25,8,800,400,Grilled kebab (150g) with a side of tabbouleh and 1 whole wheat pita.,50,30,40,10,900,600,Hummus (1 cup) with 1 whole grain pita and carrot sticks.,60,25,15,12,600,500,Chicken machboos (1 cup) with a side of cucumber yogurt salad.,65,15,40,15,700,650,2150,245,70,120,45,2000,One-day Saudi-style meal plan for recomposition goals.
P14,2026-W45,"Foul medames (1 cup) topped with olive oil, served with 1 whole wheat khubz and a side of sliced tomatoes and cucumbers.",55,15,17,12,600,400,"Grilled chicken kebab (150g) served with a side of roasted vegetables (zucchini, bell peppers) and 1 cup of brown rice.",70,20,45,8,800,600,Tabbouleh salad (1 cup) with chickpeas (1/2 cup) and 1 whole grain pita.,60,10,15,10,300,450,Baked salmon (150g) with a side of quinoa (1 cup) and steamed broccoli.,33,25,50,5,600,700,2150,218,70,130,35,2300,One-day Saudi-style meal plan for body recomposition
P14,2026-W46,"Shakshuka (2 eggs) with bell peppers, onions, and spices served with 1 whole wheat khubz.",40,20,20,6,600,400,Grilled lamb chops (150g) served with a side of roasted sweet potatoes (200g) and a mixed green salad.,50,35,45,10,800,600,Mujadara (1 cup) made with lentils and rice served with a side of cucumber and yogurt salad.,80,10,20,12,300,500,Grilled shrimp (150g) with garlic and lemon served with 1 cup of couscous and steamed green beans.,45,15,50,2,700,650,2150,225,70,130,30,2400,One-day meal plan using mostly Saudi foods for body recomposition.
P14,2026-W47,Foul medames (1 cup) topped with olive oil and served with 1 whole wheat khubz.,50,15,20,15,600,400,Chicken kabsa (150g chicken with 1 cup rice) served with a side of mixed vegetable salad.,70,20,40,5,900,600,Stuffed grape leaves (10 pieces) served with a side of yogurt dip.,70,15,15,10,500,500,Grilled salmon (150g) with a side of quinoa tabbouleh (1 cup) and lemon.,50,20,55,5,500,650,2150,240,70,130,30,2500,Saudi-style meal plan for recomposition goal.
P14,2026-W48,"Shakshuka (2 eggs) with tomatoes and bell peppers, served with 1 whole wheat khubz.",40,25,20,6,800,450,Grilled chicken (150g) with a side of brown rice (1 cup) and mixed vegetables.,70,15,45,7,600,600,"Tabbouleh (1.5 cups) with parsley, tomatoes, and bulgur, served with 100g grilled shrimp.",60,10,30,8,700,500,Lentil soup (2 cups) with a side of 1 whole grain khubz.,50,10,25,9,900,600,2150,250,70,150,30,3000,One-day Saudi-style meal plan focused on recomposition.
P15,2025-W46,"2 medium boiled eggs (100g), 1 serving of ful medames (cooked fava beans, 150g), 1 small whole wheat tamees bread (60g), 1 cup laban (200ml) served cold. Simple warm preparation for ful with olive oil drizzle and lemon juice.",50,18,30,9,550,480,"6 dates (60g), 30g mixed unsalted roasted nuts, 1 small banana (100g). Snack ready to eat with no cooking needed.",55,15,5,7,5,350,"150g chicken kabsa (spiced rice with chicken), made with basmati rice and light oil, served with 1 medium cucumber and tomato salad (100g) with lemon dressing. Cook chicken with minimal oil and spices, serve warm.",70,15,55,6,1200,620,"1 bowl (200g) jareesh (cracked wheat porridge) with 100g low-fat labneh on side, 1 medium apple (150g). Jareesh cooked with low oil, warm serving.",35,7,35,3,645,350,1800,170,55,125,25,2400,"Fat loss-focused diet plan with Saudi foods, moderate calories, balanced macros, easy intermediate cooking, affordable within 35 SAR/day."
P15,2025-W47,"Shakshuka with 2 eggs (200g) served with 1 medium whole wheat pita (60g) and a side of 100g mixed salad (cucumber, tomato, onion) with lemon dressing.",70,30,30,10,800,650,1 serving of hummus (100g) with 150g carrot sticks.,40,15,10,12,400,350,Lamb kabsa (150g) with 200g cooked basmati rice and a side of 100g steamed broccoli.,120,40,60,8,600,950,"1 serving of date and nut energy balls (3 pieces, 90g) and a cup of laban (200ml).",65,8,25,10,200,650,2809,335,93,211,40,2000,Balanced meal plan focusing on Saudi cuisine.
P15,2025-W48,"Foul Medames with Olive Oil and Lemon (200g) served with 1 medium whole wheat Tamees (60g) and 100g mixed salad (cucumber, tomato, onion)",75,15,25,15,800,600,"Grilled Chicken Kabab (150g) served with 200g of Quinoa and 100g of Steamed Vegetables (carrots, broccoli)",90,25,60,10,600,800,Lentil Soup (250g) with 1 small whole wheat Pita (60g) and a side of 100g of mixed greens salad with lemon dressing,70,10,20,12,600,500,"Date Stuffed with Nuts (4 pieces, 60g) and a cup of Laban (200ml)",70,10,10,5,500,400,2888,344,97,217,35,2500,One-day meal plan featuring traditional Saudi dishes.
P15,2025-W49,"Muttabaq (2 pieces, 200g) with 100g of mixed salad (cucumber, tomato, onion) and 30g of tahini sauce.",70,36,24,8,800,720,"Chicken and Vegetable Kabsa (150g chicken, 200g basmati rice, 100g mixed vegetables).",110,25,40,6,600,850,Fattoush Salad (200g) with grilled shrimp (150g) and 50g of whole wheat pita.,75,15,30,10,500,620,"Saffron-infused yogurt (200g) with 100g of mixed nuts (almonds, pistachios, walnuts).",79,17,15,6,500,593,2783,334,93,209,30,2400,One-day meal plan with Saudi dishes.
P15,2025-W50,"Shakshuka with 2 eggs, 100g tomatoes, 50g bell peppers, 30g feta cheese, served with 1 whole wheat Tamees (60g)",42,30,24,6,800,550,Hummus (100g) with 50g whole wheat pita and 100g carrot sticks,40,15,10,8,300,350,Grilled Fish with Lemon and Herbs (150g) served with 200g of Steamed Rice and 100g of Grilled Zucchini,80,15,40,5,400,700,"Chicken Mandi (150g chicken, 200g basmati rice, and 100g mixed salad)",127,36,143,11,500,1290,2890,289,96,217,30,2000,One-day meal plan featuring Saudi cuisine.
P15,2025-W51,"Ful Medames (200g) with 2 tbsp tahini, served with 1 whole wheat Tamees (60g) and a side of cucumber (100g).",75,25,30,15,800,670,Jareesh (200g) with grilled chicken (100g) and a side of mixed vegetables (100g).,85,20,50,8,600,750,Luqaimat (5 pieces) with 1 tbsp date syrup and a side of Arabic coffee (100ml).,60,15,5,2,150,400,Grilled Lamb Kebab (150g) served with 150g of Mujadara (lentil rice) and a side of fattoush salad (100g).,70,37,133,5,1450,1084,2904,290,97,218,30,3000,One-day meal plan with Saudi dishes.
P15,2025-W52,"Shakshuka with 3 eggs, 150g tomatoes, 50g bell peppers, and 30g feta cheese served with 1 whole wheat Tamees (60g)",60,30,35,10,700,600,Mixed nuts (30g) with Arabic coffee (100ml),10,25,8,3,2,300,"Chicken Kabsa (150g chicken, 200g basmati rice, 100g mixed salad)",90,20,55,5,800,800,Grilled Halloumi (100g) with 150g of grilled vegetables and 1 whole wheat Tamees (60g),40,30,25,7,500,500,2738,300,90,205,25,2000,Starting the day with a protein-rich breakfast to fuel workouts.
P15,2026-W01,"Burgul with Chicken (100g cooked bulgur, 100g cooked chicken, 50g tomatoes, 30g onions, spices)",81,26,29,9,600,697,Hummus (100g) with 50g carrot sticks,36,11,10,6,300,270,Grilled Fish (150g) with 150g of Quinoa and 100g of Roasted Vegetables,80,30,40,10,400,720,"Date and Walnut Energy Balls (3 balls, approx 60g total)",40,15,5,4,30,350,697,81,26,29,9,600,Breakfast
P15,2026-W02,Ful Medames (250g) with 1 whole wheat Tamees (60g) and 1 boiled egg.,85,18,30,12,800,650,Tabbouleh (150g) with 100g grilled chicken.,45,25,45,8,400,600,Stuffed Bell Peppers (2 medium peppers) with minced lamb (150g) and brown rice (100g).,90,30,50,10,500,800,Mahalabia (150g) with 20g pistachios.,54,18,10,0,300,697,2747,274.7,91.6,206.1,30,1500,One-day meal plan with Saudi cuisine.
P15,2026-W03,"Shakshuka (2 eggs, 150g tomatoes, 50g bell peppers, 20g olive oil) with 1 whole wheat Tamees (60g)",50,40,25,8,300,600,Roasted Chickpeas (100g) and 1 medium cucumber,40,10,15,12,20,300,"Chicken Kabsa (150g chicken, 100g basmati rice, 50g carrots, spices)",100,20,50,6,500,800,Grilled Lamb Kebabs (150g) with 100g of roasted eggplant,25,21,115,4,80,1039,2739,295,91,205,30,900,Breakfast with traditional Saudi flavors.
P15,2026-W04,Foul Medames (200g) with 1 whole wheat Tamees (60g) and a drizzle of olive oil (10g),80,20,25,15,800,650,Grilled Chicken Shawarma (150g) with 100g of whole wheat pita and garlic sauce (20g),72,25,50,5,900,720,"Lentil Soup (250g) with lemon and spices, served with 1 whole wheat Tamees (60g)",85,10,25,10,600,550,Baked Fish with spices (150g) served with 100g of steamed brown rice and a side of mixed salad (100g),39.5,37.2,60.8,5.5,800,845,2765,276.5,92.2,207.8,25.5,2200,One-day meal plan with Saudi dishes for fat loss.
P15,2026-W05,Fattoush Salad (200g) with 50g grilled chicken breast and 20g of tahini dressing,45,30,40,10,600,600,Hummus (100g) with 50g whole wheat pita and 100g carrot sticks,50,15,12,8,400,400,"Chicken Jollof Rice (150g chicken, 200g rice) with mixed vegetables (100g)",120,15,50,5,700,800,Grilled Lamb Chops (150g) with 100g of quinoa and grilled zucchini (100g),61,32,105,6,800,962,2762,276,92,207,29,2500,One-day meal plan focused on Saudi dishes for fat loss.
P15,2026-W06,Shakshuka with whole wheat Tamees,70,30,20,12,800,615,Roasted Eggplant with Tahini and Pomegranate,40,16,8,10,200,320,Chicken Kabsa with mixed vegetables,100,35,50,5,700,900,Date and Walnut energy balls,63,30,26,0,100,888,2723,273,91,204,27,1600,One-day meal plan featuring Saudi cuisine.
P15,2026-W07,"Ful Medames (200g) with 1 whole wheat pita and a drizzle of olive oil (10g), served with sliced cucumber (100g) and tomatoes (100g).",85,15,25,18,600,640,"Zaatar Manakish (1 piece, ~100g) with labneh (50g) and a side of olives (30g).",60,20,12,5,800,480,Grilled Chicken Thighs (200g) with Mujadara (150g) and a side of roasted vegetables (100g).,90,30,60,8,700,800,Knafeh (100g) with a small serving of Greek yogurt (50g) and a handful of pistachios (15g).,43,28,12,3,100,859,2779,278,93,209,34,2200,One-day meal plan with Saudi dishes for fat loss.
P15,2026-W08,"Foul Medames (200g) with tahini (20g), served with whole wheat Tamees (1 piece, ~100g) and a side of sliced cucumber (100g).",85,25,20,15,500,650,Snack: Dates (5 pieces) with a handful of mixed nuts (30g).,60,20,6,7,5,400,Lunch: Grilled Fish (200g) with a side of Mujadara (150g) and a mixed salad (150g) with olive oil (10g).,90,35,55,10,600,900,Dinner: Chicken Kabsa (200g) with mixed vegetables (100g) and a side of yogurt (100g).,87,15,50,3,100,815,2765,322,83,207,35,1200,Breakfast
P15,2026-W09,"Shakshuka (2 eggs, 200g tomato sauce, bell peppers) with 1 slice of whole wheat bread (50g) and a small side of mixed greens (50g)",60,30,25,8,800,600,Moutabal (150g) with 1 whole wheat pita (60g) and a side of carrot sticks (100g),45,15,10,10,500,350,"Lamb Kabsa (150g lamb, 200g rice, spices, and 100g mixed vegetables)",110,40,50,5,700,900,"Date stuffed with walnuts (3 dates, 30g walnuts) and a small serving of Arabic coffee (150ml)",45,15,5,7,300,250,2785,350,93,209,30,1800,Start the day with a nutritious breakfast.
P15,2026-W10,"Arabic Omelette (3 eggs, 100g mixed vegetables) with 1 piece of whole wheat Tamees (100g)",52,38,34,8,800,640,"Grilled Chicken Shawarma (150g chicken, spices) with 1 whole wheat pita (60g) and a side of tabbouleh (100g)",66,24,48,9,900,690,Lentil Soup (250g lentils) with 1 piece of whole wheat bread (50g),80,10,30,12,600,550,Grilled Fish (150g) with sautéed vegetables (200g) and a small serving of brown rice (100g),73,9,42,3,200,834,2714,271,81,204,32,2500,One-day meal plan with Saudi dishes.
P15,2026-W11,"Ful Medames (200g cooked fava beans) with 2 tbsp olive oil, 1 small onion (50g), and 1 piece of whole wheat Tamees (100g)",80,30,20,15,250,600,"Date smoothie (3 dates, 200ml milk, 1 tbsp almond butter)",60,15,10,5,100,400,"Chicken Majboos (200g chicken, 200g basmati rice, spices, and 100g mixed vegetables)",120,25,60,8,600,900,"Lentil Salad (150g cooked lentils, 100g cucumber, 50g tomatoes, 1 tbsp olive oil, lemon juice)",45,15,20,12,250,390,2790,280,93,210,30,1200,Breakfast
P15,2026-W12,"Shakshuka (2 eggs, 100g tomatoes, 50g bell peppers, spices) with 1 piece of whole wheat Tamees (100g)",70,30,20,8,500,600,Mixed Nuts (30g) and 1 small apple (100g),35,18,6,5,1,300,"Kebab (150g ground beef, spices) with 100g couscous and 100g grilled vegetables",90,40,45,7,600,800,"Grilled Shrimp (150g) with 100g quinoa salad (cucumbers, tomatoes, parsley, lemon)",70,20,35,5,400,600,2822,335,94,169,25,1500,Breakfast
P15,2026-W13,"Ful Medames (200g cooked fava beans) with 1 tbsp tahini, 1 small onion (50g), and 1 piece of whole wheat Tamees (100g)",100,25,25,20,600,700,"Date and almond snack (4 dates, 15g almonds)",60,10,5,5,0,300,"Chicken Kabsa (150g chicken, 150g basmati rice, spices, and 100g mixed vegetables)",105,20,40,5,700,800,Grilled Lamb Chops (150g) with 100g roasted sweet potatoes and 50g green beans,15,38,50,0,600,990,2790,280,93,210,30,1200,Breakfast
P15,2026-W14,Fattoush Salad with Grilled Chicken,40,25,45,10,600,600,Hummus with Whole Wheat Pita,50,15,10,8,300,400,Grilled Chicken Shawarma Wrap,70,30,60,5,900,800,Mandi with Fish and Vegetables,132,23,50,7,800,958,2758,292,93,207,30,800,Breakfast
P15,2026-W15,"Shakshuka (2 eggs, 150g tomatoes, 50g bell peppers, spices) with 1 piece of whole wheat Tamees (100g)",70,20,25,10,800,600,"Grilled Chicken Thigh (150g) with 100g of couscous and 100g of grilled vegetables (zucchini, bell peppers)",60,25,45,8,600,700,"Stuffed Bell Peppers (2 medium peppers, 200g ground beef, 100g rice, spices)",80,30,40,6,900,750,Mixed Nuts (30g) and 3 dried figs,30,18,10,6,200,400,2790,280,93,210,30,3500,One-day meal plan focused on Saudi cuisine
P15,2026-W16,"Ful Medames (200g cooked fava beans, 30g olive oil, spices) with 1 whole wheat Tamees (100g)",77,30,25,20,800,700,Greek Yogurt (200g) with 50g honey and 50g walnuts,58,40,20,3,60,600,"Chicken Kabsa (150g grilled chicken, 200g rice, spices, 100g mixed vegetables)",110,25,50,5,600,900,"Date Smoothie (3 dates, 200ml almond milk, 30g protein powder)",43,2,35,10,40,686,2886,288,97,217,38,1200,Breakfast
P15,2026-W17,"Shakshuka (3 eggs, 200g tomatoes, 100g bell peppers, spices) with 1 piece of whole wheat Tamees (100g)",65,35,35,10,600,650,Snack - Labneh with Cucumber and Olives,20,18,10,4,400,300,Lunch - Grilled Lamb Kebabs with Brown Rice and Salad,80,30,50,8,600,800,Dinner - Chicken Thighs with Roasted Vegetables,47,30,59,10,600,976,2726,312,81,204,32,1200,Breakfast - Shakshuka with Whole Wheat Tamees
P15,2026-W18,"Fattah with Chicken (200g cooked chicken, 150g bread, 100g yogurt, 50g nuts, spices)",90,30,40,5,600,700,"Date and Almond Energy Balls (100g dates, 30g almonds, 10g cocoa powder)",70,10,5,6,5,300,"Grilled Chicken Shawarma Wrap (150g chicken, 100g whole wheat wrap, 50g garlic sauce, 100g mixed vegetables)",85,30,50,10,700,800,"Lentil Soup with Pita Bread (200g lentils, 100g pita, spices, 20g olive oil)",60,20,30,9,195,600,2886,360,96,216,30,1500,Breakfast
P15,2026-W19,Foul Medames with Whole Wheat Tamees,90,20,30,15,900,680,Roasted Eggplant with Tahini and Pita,50,25,10,10,400,450,Bukhari Rice with Grilled Shrimp,120,30,60,5,600,950,Qatayef (Stuffed Pancakes) with Nuts,50,15,20,4,50,646,2726,272.6,90.9,204.9,34.5,1850,Saudi Cuisine One-Day Meal Plan
P15,2026-W20,"Shakshuka (2 eggs, tomato, bell pepper, spices) with 50g whole wheat bread",40,20,20,5,600,400,"Hummus (100g chickpeas, tahini, lemon, garlic) with 30g carrots",35,15,10,8,350,300,Grilled Lamb Kebabs (150g) with 100g couscous and grilled vegetables,85,50,50,10,800,900,"Mandi Rice with Chicken (200g chicken, 150g rice, spices) and 30g yogurt",112,5,74,13,800,1126,2726,272.6,90.8,204.9,36.5,2500,Meal plan for fat loss with Saudi cuisine.
P15,2026-W21,"Fatteh (Chickpeas, yogurt, and toasted pita) - 200g chickpeas, 100g yogurt, 50g pita",70,20,30,15,600,600,"Dates with Almonds - 50g dates, 20g almonds",38,12,5,4,1,250,"Kabsa (Spiced rice with chicken) - 150g chicken, 100g rice, spices",95,25,55,5,800,800,"Grilled Fish (100g) with Quinoa Salad - 50g quinoa, mixed vegetables",45,10,40,3,100,550,2822,309,94,169,27,1500,Breakfast with traditional flavors
